Source,Destination,Q,hour,weather,day,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
South Station,Back Bay,10.569489061451973,6,Clear,3,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,6,Clear,3,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,6,Clear,3,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,6,Clear,3,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,6,Clear,3,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.09908211573042,6,Clear,3,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.081563639517864,6,Clear,3,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,6,Clear,3,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,12.983350435060881,6,Clear,3,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.33224024856188,6,Clear,3,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,6,Clear,3,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.506906741513147,6,Clear,3,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.050185409671716,6,Clear,3,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,6,Clear,3,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,6,Clear,3,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.583371822149074,6,Clear,3,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.85990325026073,6,Clear,3,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,6,Clear,3,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,6,Clear,3,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.230475470232859,6,Clear,3,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,6,Clear,3,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,6,Clear,3,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.65118048417229,6,Clear,3,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,6,Clear,3,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,6,Clear,3,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.788898518479714,6,Clear,3,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.71643929761899,6,Clear,3,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.651977690186028,6,Clear,3,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.826985487493866,6,Clear,3,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,6,Clear,3,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,6,Clear,3,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.28237413429746,6,Clear,3,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,6,Clear,3,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,6,Clear,3,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.58444716334797,6,Clear,3,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,6,Clear,3,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,6,Clear,3,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.716798252381047,6,Clear,3,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.67974660468286,6,Clear,3,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,6,Clear,3,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,6,Clear,3,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,10.993875770661955,6,Clear,3,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.027739918474026,6,Clear,3,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,6,Clear,3,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.462135560303473,6,Clear,3,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.378466524711754,6,Clear,3,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,6,Clear,3,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,17.744810519130144,6,Clear,3,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.41323823707868,6,Clear,3,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,6,Clear,3,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,6,Clear,3,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.524112655607816,6,Clear,3,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,18.759864855307764,6,Clear,3,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,6,Clear,3,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,6,Clear,3,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.676226291627927,6,Clear,3,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,6,Clear,3,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,6,Clear,3,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,24.637032754224023,6,Clear,3,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,6,Clear,3,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,6,Clear,3,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.303157798213102,6,Clear,3,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.260262306389016,6,Clear,3,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,10.943645818406688,6,Clear,3,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.660208252267413,6,Clear,3,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,6,Clear,3,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,6,Clear,3,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.681704480647577,6,Clear,3,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,6,Clear,3,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,6,Clear,3,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.842844581976088,6,Clear,3,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,6,Clear,3,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,6,Clear,3,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.701512010193104,6,Clear,3,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.145302408476134,6,Clear,3,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,6,Clear,3,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,6,Clear,3,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.635361118819182,6,Clear,3,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.681221589557623,6,Clear,3,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,6,Clear,3,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,25.780498673147886,6,Clear,3,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.743505910381124,6,Clear,3,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,6,Clear,3,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.784627936535275,6,Clear,3,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.795869930777291,6,Clear,3,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,6,Clear,3,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,6,Clear,3,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.50659216618936,6,Clear,3,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.039113970442214,6,Clear,3,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,6,Clear,3,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,6,Clear,3,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.150117862529939,6,Clear,3,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,6,Clear,3,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,6,Clear,3,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.616790407713832,6,Clear,3,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,6,Clear,3,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,6,Clear,3,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.20035940961027,6,Clear,3,42.3519,-71.0643,42.3399,-71.0899
West End,Northeastern University,9.814318054576823,6,Clear,3,42.3652,-71.0641,42.3399,-71.0899
Back Bay,South Station,12.729813378053137,6,Clear,3,42.3495,-71.0795,42.3519,-71.0552
Beacon Hill,South Station,10.8701733715212,6,Clear,3,42.3562,-71.0694,42.3519,-71.0552
Boston University,South Station,0.0,6,Clear,3,42.3505,-71.1054,42.3519,-71.0552
Fenway,South Station,0.0,6,Clear,3,42.3468,-71.0923,42.3519,-71.0552
Financial District,South Station,28.839545291358974,6,Clear,3,42.3559,-71.055,42.3519,-71.0552
Haymarket Square,South Station,0.0,6,Clear,3,42.3638,-71.0585,42.3519,-71.0552
North End,South Station,0.0,6,Clear,3,42.3652,-71.0555,42.3519,-71.0552
North Station,South Station,13.671599034956296,6,Clear,3,42.3664,-71.062,42.3519,-71.0552
Northeastern University,South Station,0.0,6,Clear,3,42.3399,-71.0899,42.3519,-71.0552
South Station,South Station,0.0,6,Clear,3,42.3519,-71.0552,42.3519,-71.0552
Theatre District,South Station,23.889036498260992,6,Clear,3,42.3519,-71.0643,42.3519,-71.0552
West End,South Station,10.92006141461025,6,Clear,3,42.3652,-71.0641,42.3519,-71.0552
Back Bay,Theatre District,0.0,6,Clear,3,42.3495,-71.0795,42.3519,-71.0643
Beacon Hill,Theatre District,0.0,6,Clear,3,42.3562,-71.0694,42.3519,-71.0643
Boston University,Theatre District,10.499904243193352,6,Clear,3,42.3505,-71.1054,42.3519,-71.0643
Fenway,Theatre District,10.558341992459306,6,Clear,3,42.3468,-71.0923,42.3519,-71.0643
Financial District,Theatre District,0.0,6,Clear,3,42.3559,-71.055,42.3519,-71.0643
Haymarket Square,Theatre District,14.720451149803546,6,Clear,3,42.3638,-71.0585,42.3519,-71.0643
North End,Theatre District,11.031917982346638,6,Clear,3,42.3652,-71.0555,42.3519,-71.0643
North Station,Theatre District,0.0,6,Clear,3,42.3664,-71.062,42.3519,-71.0643
Northeastern University,Theatre District,11.667735274989045,6,Clear,3,42.3399,-71.0899,42.3519,-71.0643
South Station,Theatre District,15.270688605461244,6,Clear,3,42.3519,-71.0552,42.3519,-71.0643
Theatre District,Theatre District,0.0,6,Clear,3,42.3519,-71.0643,42.3519,-71.0643
West End,Theatre District,0.0,6,Clear,3,42.3652,-71.0641,42.3519,-71.0643
Back Bay,West End,0.0,6,Clear,3,42.3495,-71.0795,42.3652,-71.0641
Beacon Hill,West End,0.0,6,Clear,3,42.3562,-71.0694,42.3652,-71.0641
Boston University,West End,10.310758714786548,6,Clear,3,42.3505,-71.1054,42.3652,-71.0641
Fenway,West End,10.339377548655504,6,Clear,3,42.3468,-71.0923,42.3652,-71.0641
Financial District,West End,0.0,6,Clear,3,42.3559,-71.055,42.3652,-71.0641
Haymarket Square,West End,17.52056051033788,6,Clear,3,42.3638,-71.0585,42.3652,-71.0641
North End,West End,11.155159065162415,6,Clear,3,42.3652,-71.0555,42.3652,-71.0641
North Station,West End,0.0,6,Clear,3,42.3664,-71.062,42.3652,-71.0641
Northeastern University,West End,10.945064680932163,6,Clear,3,42.3399,-71.0899,42.3652,-71.0641
South Station,West End,13.857304323150949,6,Clear,3,42.3519,-71.0552,42.3652,-71.0641
Theatre District,West End,0.0,6,Clear,3,42.3519,-71.0643,42.3652,-71.0641
West End,West End,0.0,6,Clear,3,42.3652,-71.0641,42.3652,-71.0641
Back Bay,Back Bay,0.0,6,Clear,4,42.3495,-71.0795,42.3495,-71.0795
Beacon Hill,Back Bay,0.0,6,Clear,4,42.3562,-71.0694,42.3495,-71.0795
Boston University,Back Bay,12.985739142485022,6,Clear,4,42.3505,-71.1054,42.3495,-71.0795
Fenway,Back Bay,12.807402501367754,6,Clear,4,42.3468,-71.0923,42.3495,-71.0795
Financial District,Back Bay,0.0,6,Clear,4,42.3559,-71.055,42.3495,-71.0795
Haymarket Square,Back Bay,10.861232916919773,6,Clear,4,42.3638,-71.0585,42.3495,-71.0795
North End,Back Bay,9.891808297378587,6,Clear,4,42.3652,-71.0555,42.3495,-71.0795
North Station,Back Bay,0.0,6,Clear,4,42.3664,-71.062,42.3495,-71.0795
Northeastern University,Back Bay,11.519877984287291,6,Clear,4,42.3399,-71.0899,42.3495,-71.0795
South Station,Back Bay,10.567389240402239,6,Clear,4,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,6,Clear,4,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,6,Clear,4,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,6,Clear,4,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,6,Clear,4,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.09843530116617,6,Clear,4,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.080999615135763,6,Clear,4,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,6,Clear,4,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,12.980510287669903,6,Clear,4,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.331603047798408,6,Clear,4,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,6,Clear,4,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.505717627200918,6,Clear,4,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.047554285609895,6,Clear,4,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,6,Clear,4,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,6,Clear,4,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.582496128925396,6,Clear,4,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.859274574849481,6,Clear,4,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,6,Clear,4,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,6,Clear,4,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.22879250821983,6,Clear,4,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,6,Clear,4,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,6,Clear,4,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.649770788049107,6,Clear,4,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,6,Clear,4,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,6,Clear,4,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.788388068358362,6,Clear,4,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.715917090600534,6,Clear,4,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.650344108282557,6,Clear,4,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.826406980216769,6,Clear,4,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,6,Clear,4,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,6,Clear,4,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.280789722504565,6,Clear,4,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,6,Clear,4,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,6,Clear,4,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.583115076667543,6,Clear,4,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,6,Clear,4,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,6,Clear,4,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.716284905167692,6,Clear,4,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.679266046615295,6,Clear,4,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,6,Clear,4,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,6,Clear,4,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,10.992767508468633,6,Clear,4,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.026638045617895,6,Clear,4,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,6,Clear,4,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.457117041405574,6,Clear,4,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.370934898690823,6,Clear,4,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,6,Clear,4,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,17.738800505373355,6,Clear,4,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.403845066436563,6,Clear,4,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,6,Clear,4,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,6,Clear,4,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.521826284375102,6,Clear,4,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,18.753378194737042,6,Clear,4,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,6,Clear,4,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,6,Clear,4,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.67130613384575,6,Clear,4,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,6,Clear,4,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,6,Clear,4,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,24.628010221463285,6,Clear,4,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,6,Clear,4,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,6,Clear,4,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.301981346436579,6,Clear,4,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.2523057288964,6,Clear,4,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,10.939610970987024,6,Clear,4,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.659294147205188,6,Clear,4,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,6,Clear,4,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,6,Clear,4,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.679284725407214,6,Clear,4,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,6,Clear,4,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,6,Clear,4,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.839608506689407,6,Clear,4,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,6,Clear,4,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,6,Clear,4,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.70059626199819,6,Clear,4,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.144215835084175,6,Clear,4,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,6,Clear,4,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,6,Clear,4,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.63444788066525,6,Clear,4,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.680285983292318,6,Clear,4,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,6,Clear,4,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,25.771066025261657,6,Clear,4,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.742112164159268,6,Clear,4,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,6,Clear,4,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.7826782009041,6,Clear,4,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.791847719395411,6,Clear,4,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,6,Clear,4,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,6,Clear,4,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.501394990110805,6,Clear,4,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.038475614494644,6,Clear,4,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,6,Clear,4,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,6,Clear,4,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.147969624393056,6,Clear,4,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,6,Clear,4,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,6,Clear,4,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.61518730623181,6,Clear,4,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,6,Clear,4,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,6,Clear,4,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.199741222919846,6,Clear,4,42.3519,-71.0643,42.3399,-71.0899
