Source,Destination,Q,hour,weather,day,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Fenway,Boston University,0.0,10,Clear,7,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.237659694809478,10,Clear,7,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,10,Clear,7,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,10,Clear,7,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.652643077869252,10,Clear,7,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,10,Clear,7,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,10,Clear,7,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.789420819956753,10,Clear,7,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.715559776081829,10,Clear,7,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.66788895172488,10,Clear,7,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.834113399011512,10,Clear,7,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,10,Clear,7,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,10,Clear,7,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.292495043345356,10,Clear,7,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,10,Clear,7,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,10,Clear,7,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.595403726223356,10,Clear,7,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,10,Clear,7,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,10,Clear,7,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.723189490271935,10,Clear,7,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.684677191731254,10,Clear,7,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,10,Clear,7,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,10,Clear,7,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,11.00225267113737,10,Clear,7,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.034664251177743,10,Clear,7,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,10,Clear,7,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.49566179722646,10,Clear,7,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.42774212648175,10,Clear,7,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,10,Clear,7,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,17.783488650306168,10,Clear,7,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.47007202834774,10,Clear,7,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,10,Clear,7,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,10,Clear,7,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.545742347524895,10,Clear,7,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,18.79692080663723,10,Clear,7,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,10,Clear,7,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,10,Clear,7,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.700593174166045,10,Clear,7,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,10,Clear,7,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,10,Clear,7,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,24.674107030015406,10,Clear,7,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,10,Clear,7,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,10,Clear,7,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.30994862728923,10,Clear,7,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.303097378417608,10,Clear,7,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,10.963299965606932,10,Clear,7,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.668022000889161,10,Clear,7,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,10,Clear,7,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,10,Clear,7,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.702846951927203,10,Clear,7,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,10,Clear,7,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,10,Clear,7,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.860545828583426,10,Clear,7,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,10,Clear,7,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,10,Clear,7,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.708007600325782,10,Clear,7,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.153164944305644,10,Clear,7,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,10,Clear,7,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,10,Clear,7,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.639671269406342,10,Clear,7,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.685279679459827,10,Clear,7,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,10,Clear,7,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,25.82746465040589,10,Clear,7,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.750672267790081,10,Clear,7,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,10,Clear,7,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.790515928559827,10,Clear,7,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.81783890120273,10,Clear,7,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,10,Clear,7,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,10,Clear,7,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.541567616927804,10,Clear,7,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.042846192700091,10,Clear,7,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,10,Clear,7,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,10,Clear,7,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.161825508418593,10,Clear,7,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,10,Clear,7,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,10,Clear,7,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.62160693113906,10,Clear,7,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,10,Clear,7,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,10,Clear,7,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.203267984777293,10,Clear,7,42.3519,-71.0643,42.3399,-71.0899
West End,Northeastern University,9.814603007628676,10,Clear,7,42.3652,-71.0641,42.3399,-71.0899
Back Bay,South Station,12.748659509740161,10,Clear,7,42.3495,-71.0795,42.3519,-71.0552
Beacon Hill,South Station,10.873024538521083,10,Clear,7,42.3562,-71.0694,42.3519,-71.0552
Boston University,South Station,0.0,10,Clear,7,42.3505,-71.1054,42.3519,-71.0552
Fenway,South Station,0.0,10,Clear,7,42.3468,-71.0923,42.3519,-71.0552
Financial District,South Station,28.913493648079736,10,Clear,7,42.3559,-71.055,42.3519,-71.0552
Haymarket Square,South Station,0.0,10,Clear,7,42.3638,-71.0585,42.3519,-71.0552
North End,South Station,0.0,10,Clear,7,42.3652,-71.0555,42.3519,-71.0552
North Station,South Station,13.690364749630692,10,Clear,7,42.3664,-71.062,42.3519,-71.0552
Northeastern University,South Station,0.0,10,Clear,7,42.3399,-71.0899,42.3519,-71.0552
South Station,South Station,0.0,10,Clear,7,42.3519,-71.0552,42.3519,-71.0552
Theatre District,South Station,23.90459452626874,10,Clear,7,42.3519,-71.0643,42.3519,-71.0552
West End,South Station,10.92721275827303,10,Clear,7,42.3652,-71.0641,42.3519,-71.0552
Back Bay,Theatre District,0.0,10,Clear,7,42.3495,-71.0795,42.3519,-71.0643
Beacon Hill,Theatre District,0.0,10,Clear,7,42.3562,-71.0694,42.3519,-71.0643
Boston University,Theatre District,10.502081897001117,10,Clear,7,42.3505,-71.1054,42.3519,-71.0643
Fenway,Theatre District,10.561690538334334,10,Clear,7,42.3468,-71.0923,42.3519,-71.0643
Financial District,Theatre District,0.0,10,Clear,7,42.3559,-71.055,42.3519,-71.0643
Haymarket Square,Theatre District,14.736097826983515,10,Clear,7,42.3638,-71.0585,42.3519,-71.0643
North End,Theatre District,11.035864579338696,10,Clear,7,42.3652,-71.0555,42.3519,-71.0643
North Station,Theatre District,0.0,10,Clear,7,42.3664,-71.062,42.3519,-71.0643
Northeastern University,Theatre District,11.66925409240536,10,Clear,7,42.3399,-71.0899,42.3519,-71.0643
South Station,Theatre District,15.254816009254926,10,Clear,7,42.3519,-71.0552,42.3519,-71.0643
Theatre District,Theatre District,0.0,10,Clear,7,42.3519,-71.0643,42.3519,-71.0643
West End,Theatre District,0.0,10,Clear,7,42.3652,-71.0641,42.3519,-71.0643
Back Bay,West End,0.0,10,Clear,7,42.3495,-71.0795,42.3652,-71.0641
Beacon Hill,West End,0.0,10,Clear,7,42.3562,-71.0694,42.3652,-71.0641
Boston University,West End,10.310550574626877,10,Clear,7,42.3505,-71.1054,42.3652,-71.0641
Fenway,West End,10.348853221119095,10,Clear,7,42.3468,-71.0923,42.3652,-71.0641
Financial District,West End,0.0,10,Clear,7,42.3559,-71.055,42.3652,-71.0641
Haymarket Square,West End,17.549196233393264,10,Clear,7,42.3638,-71.0585,42.3652,-71.0641
North End,West End,11.162244800920574,10,Clear,7,42.3652,-71.0555,42.3652,-71.0641
North Station,West End,0.0,10,Clear,7,42.3664,-71.062,42.3652,-71.0641
Northeastern University,West End,10.95634519985732,10,Clear,7,42.3399,-71.0899,42.3652,-71.0641
South Station,West End,13.87778737037717,10,Clear,7,42.3519,-71.0552,42.3652,-71.0641
Theatre District,West End,0.0,10,Clear,7,42.3519,-71.0643,42.3652,-71.0641
West End,West End,0.0,10,Clear,7,42.3652,-71.0641,42.3652,-71.0641
Back Bay,Back Bay,0.0,10,Rain,1,42.3495,-71.0795,42.3495,-71.0795
Beacon Hill,Back Bay,0.0,10,Rain,1,42.3562,-71.0694,42.3495,-71.0795
Boston University,Back Bay,13.156710531731049,10,Rain,1,42.3505,-71.1054,42.3495,-71.0795
Fenway,Back Bay,12.958120877171742,10,Rain,1,42.3468,-71.0923,42.3495,-71.0795
Financial District,Back Bay,0.0,10,Rain,1,42.3559,-71.055,42.3495,-71.0795
Haymarket Square,Back Bay,10.939990347522455,10,Rain,1,42.3638,-71.0585,42.3495,-71.0795
North End,Back Bay,9.917988067163481,10,Rain,1,42.3652,-71.0555,42.3495,-71.0795
North Station,Back Bay,0.0,10,Rain,1,42.3664,-71.062,42.3495,-71.0795
Northeastern University,Back Bay,11.681253551645321,10,Rain,1,42.3399,-71.0899,42.3495,-71.0795
South Station,Back Bay,10.646784842542967,10,Rain,1,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,10,Rain,1,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,10,Rain,1,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,10,Rain,1,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,10,Rain,1,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.125351968449577,10,Rain,1,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.10526269129041,10,Rain,1,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,10,Rain,1,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,13.118383492135413,10,Rain,1,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.35849481016531,10,Rain,1,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,10,Rain,1,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.58123281122328,10,Rain,1,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.153787899967872,10,Rain,1,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,10,Rain,1,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,10,Rain,1,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.64741013633121,10,Rain,1,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.880017241097242,10,Rain,1,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,10,Rain,1,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,10,Rain,1,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.28801482925233,10,Rain,1,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,10,Rain,1,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,10,Rain,1,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.695212756620625,10,Rain,1,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,10,Rain,1,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,10,Rain,1,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.805555119710574,10,Rain,1,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.731734798702194,10,Rain,1,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.72730556652835,10,Rain,1,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.853512444858483,10,Rain,1,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,10,Rain,1,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,10,Rain,1,42.3468,-71.0923,42.3468,-71.0923
Financial District,Fenway,9.343886851646289,10,Rain,1,42.3559,-71.055,42.3468,-71.0923
Haymarket Square,Fenway,0.0,10,Rain,1,42.3638,-71.0585,42.3468,-71.0923
North End,Fenway,0.0,10,Rain,1,42.3652,-71.0555,42.3468,-71.0923
North Station,Fenway,9.635990131303108,10,Rain,1,42.3664,-71.062,42.3468,-71.0923
Northeastern University,Fenway,0.0,10,Rain,1,42.3399,-71.0899,42.3468,-71.0923
South Station,Fenway,0.0,10,Rain,1,42.3519,-71.0552,42.3468,-71.0923
Theatre District,Fenway,9.739743898199379,10,Rain,1,42.3519,-71.0643,42.3468,-71.0923
West End,Fenway,9.700142966829405,10,Rain,1,42.3652,-71.0641,42.3468,-71.0923
Back Bay,Financial District,0.0,10,Rain,1,42.3495,-71.0795,42.3559,-71.055
Beacon Hill,Financial District,0.0,10,Rain,1,42.3562,-71.0694,42.3559,-71.055
Boston University,Financial District,11.03733133738619,10,Rain,1,42.3505,-71.1054,42.3559,-71.055
Fenway,Financial District,11.076619461510585,10,Rain,1,42.3468,-71.0923,42.3559,-71.055
Financial District,Financial District,0.0,10,Rain,1,42.3559,-71.055,42.3559,-71.055
Haymarket Square,Financial District,17.654917122119997,10,Rain,1,42.3638,-71.0585,42.3559,-71.055
North End,Financial District,21.672620005865674,10,Rain,1,42.3652,-71.0555,42.3559,-71.055
North Station,Financial District,0.0,10,Rain,1,42.3664,-71.062,42.3559,-71.055
Northeastern University,Financial District,17.979339188964058,10,Rain,1,42.3399,-71.0899,42.3559,-71.055
South Station,Financial District,25.777088013770392,10,Rain,1,42.3519,-71.0552,42.3559,-71.055
Theatre District,Financial District,0.0,10,Rain,1,42.3519,-71.0643,42.3559,-71.055
West End,Financial District,0.0,10,Rain,1,42.3652,-71.0641,42.3559,-71.055
Back Bay,Haymarket Square,12.651023132661628,10,Rain,1,42.3495,-71.0795,42.3638,-71.0585
Beacon Hill,Haymarket Square,19.010391088557835,10,Rain,1,42.3562,-71.0694,42.3638,-71.0585
Boston University,Haymarket Square,0.0,10,Rain,1,42.3505,-71.1054,42.3638,-71.0585
Fenway,Haymarket Square,0.0,10,Rain,1,42.3468,-71.0923,42.3638,-71.0585
Financial District,Haymarket Square,16.842862005721898,10,Rain,1,42.3559,-71.055,42.3638,-71.0585
Haymarket Square,Haymarket Square,0.0,10,Rain,1,42.3638,-71.0585,42.3638,-71.0585
North End,Haymarket Square,0.0,10,Rain,1,42.3652,-71.0555,42.3638,-71.0585
North Station,Haymarket Square,24.97057351932867,10,Rain,1,42.3664,-71.062,42.3638,-71.0585
Northeastern University,Haymarket Square,0.0,10,Rain,1,42.3399,-71.0899,42.3638,-71.0585
South Station,Haymarket Square,0.0,10,Rain,1,42.3519,-71.0552,42.3638,-71.0585
Theatre District,Haymarket Square,11.348601745220837,10,Rain,1,42.3519,-71.0643,42.3638,-71.0585
West End,Haymarket Square,22.5645301394197,10,Rain,1,42.3652,-71.0641,42.3638,-71.0585
Back Bay,North End,11.039826750242124,10,Rain,1,42.3495,-71.0795,42.3652,-71.0555
Beacon Hill,North End,10.69771537321258,10,Rain,1,42.3562,-71.0694,42.3652,-71.0555
Boston University,North End,0.0,10,Rain,1,42.3505,-71.1054,42.3652,-71.0555
Fenway,North End,0.0,10,Rain,1,42.3468,-71.0923,42.3652,-71.0555
Financial District,North End,14.816420064256304,10,Rain,1,42.3559,-71.055,42.3652,-71.0555
Haymarket Square,North End,0.0,10,Rain,1,42.3638,-71.0585,42.3652,-71.0555
North End,North End,0.0,10,Rain,1,42.3652,-71.0555,42.3652,-71.0555
North Station,North End,13.969617015859722,10,Rain,1,42.3664,-71.062,42.3652,-71.0555
Northeastern University,North End,0.0,10,Rain,1,42.3399,-71.0899,42.3652,-71.0555
South Station,North End,0.0,10,Rain,1,42.3519,-71.0552,42.3652,-71.0555
Theatre District,North End,10.737753975244987,10,Rain,1,42.3519,-71.0643,42.3652,-71.0555
West End,North End,11.18845367780892,10,Rain,1,42.3652,-71.0641,42.3652,-71.0555
Back Bay,North Station,0.0,10,Rain,1,42.3495,-71.0795,42.3664,-71.062
Beacon Hill,North Station,0.0,10,Rain,1,42.3562,-71.0694,42.3664,-71.062
Boston University,North Station,10.66967148510208,10,Rain,1,42.3505,-71.1054,42.3664,-71.062
Fenway,North Station,10.716016764016882,10,Rain,1,42.3468,-71.0923,42.3664,-71.062
Financial District,North Station,0.0,10,Rain,1,42.3559,-71.055,42.3664,-71.062
Haymarket Square,North Station,26.137406889233397,10,Rain,1,42.3638,-71.0585,42.3664,-71.062
North End,North Station,11.796164115113408,10,Rain,1,42.3652,-71.0555,42.3664,-71.062
North Station,North Station,0.0,10,Rain,1,42.3664,-71.062,42.3664,-71.062
Northeastern University,North Station,11.872865132649661,10,Rain,1,42.3399,-71.0899,42.3664,-71.062
South Station,North Station,14.938595134158627,10,Rain,1,42.3519,-71.0552,42.3664,-71.062
Theatre District,North Station,0.0,10,Rain,1,42.3519,-71.0643,42.3664,-71.062
West End,North Station,0.0,10,Rain,1,42.3652,-71.0641,42.3664,-71.062
Back Bay,Northeastern University,15.711522029229231,10,Rain,1,42.3495,-71.0795,42.3399,-71.0899
Beacon Hill,Northeastern University,10.062178312870522,10,Rain,1,42.3562,-71.0694,42.3399,-71.0899
Boston University,Northeastern University,0.0,10,Rain,1,42.3505,-71.1054,42.3399,-71.0899
Fenway,Northeastern University,0.0,10,Rain,1,42.3468,-71.0923,42.3399,-71.0899
Financial District,Northeastern University,11.221993545146487,10,Rain,1,42.3559,-71.055,42.3399,-71.0899
Haymarket Square,Northeastern University,0.0,10,Rain,1,42.3638,-71.0585,42.3399,-71.0899
North End,Northeastern University,0.0,10,Rain,1,42.3652,-71.0555,42.3399,-71.0899
North Station,Northeastern University,10.666749183552872,10,Rain,1,42.3664,-71.062,42.3399,-71.0899
Northeastern University,Northeastern University,0.0,10,Rain,1,42.3399,-71.0899,42.3399,-71.0899
South Station,Northeastern University,0.0,10,Rain,1,42.3519,-71.0552,42.3399,-71.0899
Theatre District,Northeastern University,10.22078737458769,10,Rain,1,42.3519,-71.0643,42.3399,-71.0899
West End,Northeastern University,9.826878117508459,10,Rain,1,42.3652,-71.0641,42.3399,-71.0899
Back Bay,South Station,12.87535790150029,10,Rain,1,42.3495,-71.0795,42.3519,-71.0552
Beacon Hill,South Station,10.913951440834378,10,Rain,1,42.3562,-71.0694,42.3519,-71.0552
Boston University,South Station,0.0,10,Rain,1,42.3505,-71.1054,42.3519,-71.0552
Fenway,South Station,0.0,10,Rain,1,42.3468,-71.0923,42.3519,-71.0552
Financial District,South Station,29.267730841404617,10,Rain,1,42.3559,-71.055,42.3519,-71.0552
Haymarket Square,South Station,0.0,10,Rain,1,42.3638,-71.0585,42.3519,-71.0552
North End,South Station,0.0,10,Rain,1,42.3652,-71.0555,42.3519,-71.0552
North Station,South Station,13.79046845538909,10,Rain,1,42.3664,-71.062,42.3519,-71.0552
Northeastern University,South Station,0.0,10,Rain,1,42.3399,-71.0899,42.3519,-71.0552
South Station,South Station,0.0,10,Rain,1,42.3519,-71.0552,42.3519,-71.0552
Theatre District,South Station,24.18993081330977,10,Rain,1,42.3519,-71.0643,42.3519,-71.0552
West End,South Station,10.948365284268574,10,Rain,1,42.3652,-71.0641,42.3519,-71.0552
Back Bay,Theatre District,0.0,10,Rain,1,42.3495,-71.0795,42.3519,-71.0643
Beacon Hill,Theatre District,0.0,10,Rain,1,42.3562,-71.0694,42.3519,-71.0643
Boston University,Theatre District,10.530997327620364,10,Rain,1,42.3505,-71.1054,42.3519,-71.0643
Fenway,Theatre District,10.589378783674777,10,Rain,1,42.3468,-71.0923,42.3519,-71.0643
Financial District,Theatre District,0.0,10,Rain,1,42.3559,-71.055,42.3519,-71.0643
Haymarket Square,Theatre District,14.85508720444396,10,Rain,1,42.3638,-71.0585,42.3519,-71.0643
North End,Theatre District,11.067618952869463,10,Rain,1,42.3652,-71.0555,42.3519,-71.0643
North Station,Theatre District,0.0,10,Rain,1,42.3664,-71.062,42.3519,-71.0643
Northeastern University,Theatre District,11.731644296755924,10,Rain,1,42.3399,-71.0899,42.3519,-71.0643
South Station,Theatre District,15.390340846343367,10,Rain,1,42.3519,-71.0552,42.3519,-71.0643
Theatre District,Theatre District,0.0,10,Rain,1,42.3519,-71.0643,42.3519,-71.0643
West End,Theatre District,0.0,10,Rain,1,42.3652,-71.0641,42.3519,-71.0643
Back Bay,West End,0.0,10,Rain,1,42.3495,-71.0795,42.3652,-71.0641
Beacon Hill,West End,0.0,10,Rain,1,42.3562,-71.0694,42.3652,-71.0641
Boston University,West End,10.336123639290678,10,Rain,1,42.3505,-71.1054,42.3652,-71.0641
Fenway,West End,10.376116482498356,10,Rain,1,42.3468,-71.0923,42.3652,-71.0641
Financial District,West End,0.0,10,Rain,1,42.3559,-71.055,42.3652,-71.0641
Haymarket Square,West End,17.70741477338605,10,Rain,1,42.3638,-71.0585,42.3652,-71.0641
North End,West End,11.198543887239559,10,Rain,1,42.3652,-71.0555,42.3652,-71.0641
North Station,West End,0.0,10,Rain,1,42.3664,-71.062,42.3652,-71.0641
Northeastern University,West End,11.019034903006943,10,Rain,1,42.3399,-71.0899,42.3652,-71.0641
South Station,West End,13.99033138960499,10,Rain,1,42.3519,-71.0552,42.3652,-71.0641
Theatre District,West End,0.0,10,Rain,1,42.3519,-71.0643,42.3652,-71.0641
West End,West End,0.0,10,Rain,1,42.3652,-71.0641,42.3652,-71.0641
Back Bay,Back Bay,0.0,10,Rain,2,42.3495,-71.0795,42.3495,-71.0795
Beacon Hill,Back Bay,0.0,10,Rain,2,42.3562,-71.0694,42.3495,-71.0795
Boston University,Back Bay,13.152580385785672,10,Rain,2,42.3505,-71.1054,42.3495,-71.0795
Fenway,Back Bay,12.954122029899215,10,Rain,2,42.3468,-71.0923,42.3495,-71.0795
Financial District,Back Bay,0.0,10,Rain,2,42.3559,-71.055,42.3495,-71.0795
Haymarket Square,Back Bay,10.937983224404041,10,Rain,2,42.3638,-71.0585,42.3495,-71.0795
North End,Back Bay,9.917394726320252,10,Rain,2,42.3652,-71.0555,42.3495,-71.0795
North Station,Back Bay,0.0,10,Rain,2,42.3664,-71.062,42.3495,-71.0795
Northeastern University,Back Bay,11.678545633718349,10,Rain,2,42.3399,-71.0899,42.3495,-71.0795
South Station,Back Bay,10.644603799269202,10,Rain,2,42.3519,-71.0552,42.3495,-71.0795
Theatre District,Back Bay,0.0,10,Rain,2,42.3519,-71.0643,42.3495,-71.0795
West End,Back Bay,0.0,10,Rain,2,42.3652,-71.0641,42.3495,-71.0795
Back Bay,Beacon Hill,0.0,10,Rain,2,42.3495,-71.0795,42.3562,-71.0694
Beacon Hill,Beacon Hill,0.0,10,Rain,2,42.3562,-71.0694,42.3562,-71.0694
Boston University,Beacon Hill,10.124649649616149,10,Rain,2,42.3505,-71.1054,42.3562,-71.0694
Fenway,Beacon Hill,10.104663501149497,10,Rain,2,42.3468,-71.0923,42.3562,-71.0694
Financial District,Beacon Hill,0.0,10,Rain,2,42.3559,-71.055,42.3562,-71.0694
Haymarket Square,Beacon Hill,13.115361924026812,10,Rain,2,42.3638,-71.0585,42.3562,-71.0694
North End,Beacon Hill,10.357823704479282,10,Rain,2,42.3652,-71.0555,42.3562,-71.0694
North Station,Beacon Hill,0.0,10,Rain,2,42.3664,-71.062,42.3562,-71.0694
Northeastern University,Beacon Hill,10.579916127771394,10,Rain,2,42.3399,-71.0899,42.3562,-71.0694
South Station,Beacon Hill,12.150985929273578,10,Rain,2,42.3519,-71.0552,42.3562,-71.0694
Theatre District,Beacon Hill,0.0,10,Rain,2,42.3519,-71.0643,42.3562,-71.0694
West End,Beacon Hill,0.0,10,Rain,2,42.3652,-71.0641,42.3562,-71.0694
Back Bay,Boston University,10.645893244543748,10,Rain,2,42.3495,-71.0795,42.3505,-71.1054
Beacon Hill,Boston University,9.879397881874182,10,Rain,2,42.3562,-71.0694,42.3505,-71.1054
Boston University,Boston University,0.0,10,Rain,2,42.3505,-71.1054,42.3505,-71.1054
Fenway,Boston University,0.0,10,Rain,2,42.3468,-71.0923,42.3505,-71.1054
Financial District,Boston University,9.286377000276323,10,Rain,2,42.3559,-71.055,42.3505,-71.1054
Haymarket Square,Boston University,0.0,10,Rain,2,42.3638,-71.0585,42.3505,-71.1054
North End,Boston University,0.0,10,Rain,2,42.3652,-71.0555,42.3505,-71.1054
North Station,Boston University,9.693838559545515,10,Rain,2,42.3664,-71.062,42.3505,-71.1054
Northeastern University,Boston University,0.0,10,Rain,2,42.3399,-71.0899,42.3505,-71.1054
South Station,Boston University,0.0,10,Rain,2,42.3519,-71.0552,42.3505,-71.1054
Theatre District,Boston University,9.805053111471102,10,Rain,2,42.3519,-71.0643,42.3505,-71.1054
West End,Boston University,9.731228215620765,10,Rain,2,42.3652,-71.0641,42.3505,-71.1054
Back Bay,Fenway,10.725646410094495,10,Rain,2,42.3495,-71.0795,42.3468,-71.0923
Beacon Hill,Fenway,9.852929818172935,10,Rain,2,42.3562,-71.0694,42.3468,-71.0923
Boston University,Fenway,0.0,10,Rain,2,42.3505,-71.1054,42.3468,-71.0923
Fenway,Fenway,0.0,10,Rain,2,42.3468,-71.0923,42.3468,-71.0923
